"CD_NOM";"NOM_VALIDE";"NOM_CITE";"ENJEU_CONSERVATION"
133359;"Cistus laurifolius subsp. laurifolius L., 1753";"Cistus laurifolius subsp. laurifolius L., 1753";"MOY"
91692;"Cistus monspeliensis L., 1753";"Cistus monspeliensis L., 1753";"MOY"
91707;"Cistus populifolius L., 1753";"Cistus populifolius L., 1753";"FOR"
91708;"Cistus pouzolzii Delile, 1839";"Cistus pouzolzii Delile, 1840";"MOY"
91715;"Cistus salviifolius L., 1753";"Cistus salviifolius L., 1753";"MOY"
612436;"Cistus umbellatus subsp. umbellatus L., 1753";"Cistus umbellatus subsp. umbellatus L., 1753";"MOY"
612435;"Cistus umbellatus subsp. viscosus (Willk.) Demoly, 2006";"Cistus umbellatus subsp. viscosus (Willk.) Demoly,  2006";"FOR"
91819;"Cladanthus mixtus (L.) Chevall., 1827";"Cladanthus mixtus (L.) Chevall., 1827";"FOR"
91823;"Cladium mariscus (L.) Pohl, 1809";"Cladium mariscus (L.) Pohl, 1809";"MOY"
91853;"Clematis alpina (L.) Mill., 1768";"Clematis alpina (L.) Mill., 1768";"FAI"
91862;"Clematis cirrhosa L., 1753";"Clematis cirrhosa L., 1753";"MOY"
91867;"Clematis flammula L., 1753";"Clematis flammula L., 1753";"MOY"
91880;"Clematis recta L., 1753";"Clematis recta L., 1753";"MOY"
91886;"Clematis vitalba L., 1753";"Clematis vitalba L., 1753";"MOY"
970955;"Ziziphora acinos (L.) Melnikov, 2016";"Clinopodium acinos (L.) Kuntze, 1891";"MOY"
970963;"Ziziphora granatensis subsp. alpina (L.) Bräuchler & Gutermann, 2019";"Clinopodium alpinum (L.) Kuntze, 1891";"MOY"
970963;"Ziziphora granatensis subsp. alpina (L.) Bräuchler & Gutermann, 2019";"Clinopodium alpinum subsp. alpinum (L.) Kuntze,  1891";"MOY"
970961;"Ziziphora granatensis subsp. granatensis (Boiss. & Reut.) Melnikov, 2016";"Clinopodium alpinum subsp. meridionale (Nyman)  Govaerts, 1999";"MOY"
970954;"Ziziphora corsica (Pers.) Bräuchler, 2019";"Clinopodium corsicum (Pers.) Govaerts, 1999";"TFO"
91904;"Clinopodium grandiflorum (L.) Kuntze, 1891";"Clinopodium grandiflorum (L.) Kuntze, 1891";"MOY"
91910;"Clinopodium nepeta (L.) Kuntze, 1891";"Clinopodium nepeta (L.) Kuntze, 1891";"MOY"
718220;"Clinopodium nepeta subsp. ascendens (Jord.) B.Bock, 2012";"Clinopodium nepeta subsp. ascendens (Jord.) B.Bock,  2012";"DD"
718332;"Clinopodium nepeta subsp. nepeta (L.) Kuntze, 1891";"Clinopodium nepeta subsp. nepeta (L.) Kuntze, 1891";"MOY"
788968;"Clinopodium nepeta subsp. sylvaticum (Bromf.) Peruzzi & F.Conti, 2008";"Clinopodium nepeta subsp. sylvaticum (Bromf.)  Peruzzi & F.Conti, 2008";"MOY"
91912;"Clinopodium vulgare L., 1753";"Clinopodium vulgare L., 1753";"FAI"
91912;"Clinopodium vulgare L., 1753";"Clinopodium vulgare subsp. arundanum (Boiss.)  Nyman, 1881";"DD"
91912;"Clinopodium vulgare L., 1753";"Clinopodium vulgare subsp. vulgare L., 1753";"DD"
91930;"Clypeola jonthlaspi L., 1753";"Clypeola jonthlaspi L., 1753";"MOY"
91941;"Cneorum tricoccon L., 1753";"Cneorum tricoccon L., 1753";"FOR"
92097;"Coeloglossum viride (L.) Hartm., 1820";"Coeloglossum viride (L.) Hartm., 1820";"MOY"
92106;"Coincya monensis (L.) Greuter & Burdet, 1983";"Coincya monensis (L.) Greuter & Burdet, 1983";"MOY"
92107;"Coincya richeri (Vill.) Greuter & Burdet, 1983";"Coincya richeri (Vill.) Greuter & Burdet, 1983";"FOR"
92124;"Colchicum alpinum DC., 1805";"Colchicum alpinum DC., 1805";"MOY"
159903;"Colchicum arenasii Fridl., 1999";"Colchicum arenasii Fridl., 1999";"TFO"
92127;"Colchicum autumnale L., 1753";"Colchicum autumnale L., 1753";"MOY"
92132;"Colchicum bulbocodium Ker Gawl., 1807";"Colchicum bulbocodium Ker Gawl., 1807";"MOY"
92136;"Colchicum corsicum Baker, 1879";"Colchicum corsicum Baker, 1879";"TFO"
92139;"Colchicum filifolium (Cambess.) Stef., 1926";"Colchicum filifolium (Cambess.) Stef., 1926";"FOR"
92146;"Colchicum longifolium Castagne, 1845";"Colchicum longifolium Castagne, 1845";"MOY"
717143;"Colchicum nanum K.Perss., 2007";"Colchicum nanum K.Perss., 2007";"FOR"
92175;"Coleostephus myconis (L.) Cass. ex Rchb.f., 1854";"Coleostephus myconis (L.) Cass. ex Rchb.f., 1854";"MOY"
92196;"Colutea arborescens L., 1753";"Colutea arborescens L., 1753";"MOY"
92198;"Colutea brevialata Lange, 1862";"Colutea brevialata Lange, 1862";"FOR"
92217;"Comarum palustre L., 1753";"Comarum palustre L., 1753";"MOY"
92220;"Comastoma tenellum (Rottb.) Toyok., 1961";"Comastoma tenellum (Rottb.) Toyok., 1961";"MOY"
92237;"Conium maculatum L., 1753";"Conium maculatum L., 1753";"MOY"
92242;"Conopodium majus (Gouan) Loret, 1886";"Conopodium majus (Gouan) Loret, 1886";"MOY"
92254;"Conringia orientalis (L.) Dumort., 1827";"Conringia orientalis (L.) Dumort., 1827";"MOY"
92282;"Convallaria majalis L., 1753";"Convallaria majalis L., 1753";"MOY"
92297;"Convolvulus althaeoides L., 1753";"Convolvulus althaeoides L., 1753";"MOY"
92302;"Convolvulus arvensis L., 1753";"Convolvulus arvensis L., 1753";"FAI"
92308;"Convolvulus cantabrica L., 1753";"Convolvulus cantabrica L., 1753";"MOY"
92329;"Convolvulus lanuginosus Desr., 1792";"Convolvulus lanuginosus Desr., 1792";"FOR"
92331;"Convolvulus lineatus L., 1759";"Convolvulus lineatus L., 1759";"MOY"
92353;"Convolvulus sepium L., 1753";"Convolvulus sepium L., 1753";"MOY"
92356;"Convolvulus siculus L., 1753";"Convolvulus siculus L., 1753";"MOY"
92357;"Convolvulus silvaticus Kit., 1805";"Convolvulus silvaticus Kit., 1805";"FOR"
92358;"Convolvulus soldanella L., 1753";"Convolvulus soldanella L., 1753";"MOY"
92421;"Corallorhiza trifida Châtel., 1760";"Corallorhiza trifida Châtel., 1760";"MOY"
92467;"Coriaria myrtifolia L., 1753";"Coriaria myrtifolia L., 1753";"MOY"
92478;"Coris monspeliensis L., 1753";"Coris monspeliensis L., 1753";"MOY"
92481;"Corispermum gallicum Iljin, 1929";"Corispermum gallicum Iljin, 1929";"TFO"
92486;"Coristospermum ferulaceum (All.) Reduron, Charpin & Pimenov, 1997";"Coristospermum ferulaceum (All.) Reduron, Charpin  & Pimenov, 1997";"MOY"
92487;"Coristospermum lucidum (Mill.) Reduron, Charpin & Pimenov, 1997";"Coristospermum lucidum (Mill.) Reduron, Charpin &  Pimenov, 1997";"MOY"
92497;"Cornus mas L., 1753";"Cornus mas L., 1753";"FAI"
92501;"Cornus sanguinea L., 1753";"Cornus sanguinea L., 1753";"FAI"
92521;"Coronilla glauca L., 1755";"Coronilla glauca L., 1755";"MOY"
92525;"Coronilla juncea L., 1753";"Coronilla juncea L., 1753";"MOY"
92527;"Coronilla minima L., 1756";"Coronilla minima L., 1756";"MOY"
133435;"Coronilla minima subsp. lotoides (W.D.J.Koch) Nyman, 1878";"Coronilla minima subsp. lotoides (W.D.J.Koch)  Nyman, 1878";"MOY"
133436;"Coronilla minima subsp. minima L., 1756";"Coronilla minima subsp. minima L., 1756";"MOY"
1002327;"Coronilla repanda subsp. dura (Cav.) Cout., 1913";"Coronilla repanda subsp. dura (Cav.) Cout.";"DD"
92536;"Coronilla scorpioides (L.) W.D.J.Koch, 1837";"Coronilla scorpioides (L.) W.D.J.Koch, 1837";"MOY"
92537;"Coronilla securidaca L., 1753";"Coronilla securidaca L., 1753";"FOR"
92543;"Coronilla vaginalis Lam., 1786";"Coronilla vaginalis Lam., 1786";"MOY"
92544;"Coronilla valentina L., 1753 [nom. et typ. cons.]";"Coronilla valentina L., 1753";"FOR"
92546;"Coronilla varia L., 1753";"Coronilla varia L., 1753";"MOY"
92566;"Corrigiola litoralis L., 1753";"Corrigiola littoralis L., 1753";"MOY"
92567;"Corrigiola telephiifolia Pourr., 1788";"Corrigiola telephiifolia Pourr., 1788";"MOY"
92581;"Corydalis cava (L.) Schweigg. & Körte, 1811";"Corydalis cava (L.) Schweigg. & Körte, 1811";"MOY"
92589;"Corydalis intermedia (L.) Mérat, 1812";"Corydalis intermedia (L.) Mérat, 1812";"MOY"
92593;"Corydalis pumila (Host) Rchb., 1832";"Corydalis pumila (Host) Rchb., 1832";"MOY"
92594;"Corydalis solida (L.) Clairv., 1811 [nom. et typ. cons.]";"Corydalis solida (L.) Clairv., 1811";"FAI"
92606;"Corylus avellana L., 1753";"Corylus avellana L., 1753";"FAI"
92613;"Corynephorus articulatus (Desf.) P.Beauv., 1812";"Corynephorus articulatus (Desf.) P.Beauv., 1812";"FOR"
92614;"Corynephorus canescens (L.) P.Beauv., 1812";"Corynephorus canescens (L.) P.Beauv., 1812";"MOY"
92615;"Corynephorus divaricatus (Pourr.) Breistr., 1950";"Corynephorus divaricatus (Pourr.) Breistr., 1950";"MOY"
92619;"Cosentinia vellea (Aiton) Tod., 1866";"Cosentinia vellea (Aiton) Tod., 1866";"MOY"
92627;"Cota altissima (L.) J.Gay ex Guss., 1844";"Cota altissima (L.) J.Gay ex Guss., 1844";"MOY"
92629;"Cota tinctoria (L.) J.Gay ex Guss., 1844";"Cota tinctoria (L.) J.Gay ex Guss., 1844";"MOY"
92630;"Cota triumfetti (L.) J.Gay ex Guss., 1844";"Cota triumfetti (L.) J.Gay ex Guss., 1844";"MOY"
92631;"Cotinus coggygria Scop., 1771";"Cotinus coggygria Scop., 1771";"FAI"
NA;NA;"Cotoneaster canescens Vestergr. ex. B. Hylmö 1993";"DD"
92651;"Cotoneaster delphinensis Chatenier, 1923";"Cotoneaster delphinensis Chatenier, 1923";"FOR"
92667;"Cotoneaster integerrimus Medik., 1793";"Cotoneaster integerrimus Medik., 1793";"FAI"
92698;"Cotoneaster pyrenaicus Gand., 1875";"Cotoneaster juranus Gand., 1875";"MOY"
717152;"Cotoneaster nebrodensis (Guss.) K.Koch, 1853";"Cotoneaster nebrodensis (Guss.) K.Koch, 1853";"MOY"
92667;"Cotoneaster integerrimus Medik., 1793";"Cotoneaster obtusisepalus Gand., 1875";"MOY"
92698;"Cotoneaster pyrenaicus Gand., 1875";"Cotoneaster pyrenaicus Gand., 1875";"FAI"
92700;"Cotoneaster raboutensis Flinck, Fryer, Garraud, Hylmö & Zeller, 1998";"Cotoneaster raboutensis Flinck, Fryer, Garraud,  Hylmö & Zeller, 1998";"TFO"
92710;"Cotoneaster tomentosus (Aiton) Lindl., 1822";"Cotoneaster tomentosus Lindl., 1822";"MOY"
717153;"Cotoneaster uniflorus Bunge, 1830";"Cotoneaster uniflorus Bunge, 1830";"DD"
159610;"Crassula alata (Viv.) A.Berger, 1930";"Crassula alata (Viv.) A.Berger, 1930";"DD"
92806;"Crassula tillaea Lest.-Garl., 1903";"Crassula tillaea Lest.-Garl., 1903";"MOY"
92807;"Crassula vaillantii (Willd.) Roth, 1827";"Crassula vaillantii (Willd.) Roth, 1827";"FOR"
92824;"Crataegus azarolus L., 1753";"Crataegus azarolus L., 1753";"MOY"
92854;"Crataegus germanica (L.) Kuntze, 1891";"Crataegus germanica (L.) Kuntze, 1891";"MOY"
92864;"Crataegus laevigata (Poir.) DC., 1825";"Crataegus laevigata (Poir.) DC., 1825";"MOY"
92876;"Crataegus monogyna Jacq., 1775";"Crataegus monogyna Jacq., 1775";"FAI"
92996;"Crepis albida Vill., 1779";"Crepis albida Vill., 1779";"MOY"
93004;"Crepis aurea (L.) Tausch, 1828";"Crepis aurea (L.) Tausch, 1828";"MOY"
93014;"Crepis bellidifolia Loisel., 1807";"Crepis bellidifolia Loisel., 1807";"MOY"
93015;"Crepis biennis L., 1753";"Crepis biennis L., 1753";"MOY"
93023;"Crepis capillaris (L.) Wallr., 1840";"Crepis capillaris (L.) Wallr., 1840";"MOY"
93027;"Crepis conyzifolia (Gouan) A.Kern., 1872";"Crepis conyzifolia (Gouan) A.Kern., 1872";"MOY"
93045;"Crepis foetida L., 1753";"Crepis foetida L., 1753";"MOY"
133503;"Crepis foetida subsp. foetida L., 1753";"Crepis foetida subsp. foetida L., 1753";"DD"
133504;"Crepis foetida subsp. glandulosa (C.Presl) Arcang., 1882";"Crepis foetida subsp. glandulosa (Guss.) Arcang., 1882 2";"MOY"
133508;"Crepis foetida subsp. rhoeadifolia (M.Bieb.) Čelak., 1871";"Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak.,  1871";"MOY"
93075;"Crepis lampsanoides (Gouan) Tausch, 1828";"Crepis lampsanoides (Gouan) Tausch, 1828";"MOY"
93079;"Crepis leontodontoides All., 1789";"Crepis leontodontoides All., 1789";"MOY"
93088;"Crepis mollis (Jacq.) Asch., 1864";"Crepis mollis (Jacq.) Asch., 1864";"MOY"
93097;"Crepis nicaeensis Balb., 1807";"Crepis nicaeensis Balb., 1807";"MOY"
93101;"Crepis paludosa (L.) Moench, 1794";"Crepis paludosa (L.) Moench, 1794";"MOY"
611105;"Crepis pontana Dalla Torre, 1882";"Crepis pontana Dalla Torre, 1882";"MOY"
93114;"Crepis pulchra L., 1753";"Crepis pulchra L., 1753";"MOY"
93115;"Crepis pygmaea L., 1753";"Crepis pygmaea L., 1753";"MOY"
93116;"Crepis pyrenaica (L.) Greuter, 1970";"Crepis pyrenaica (L.) Greuter, 1970";"MOY"
93134;"Crepis setosa Haller f., 1797";"Crepis setosa Haller f., 1797";"MOY"
93140;"Crepis suffreniana (DC.) J.Lloyd, 1844";"Crepis suffreniana (DC.) J.Lloyd, 1844";"FOR"
133531;"Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell., 1914";"Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex  Schinz & R.Keller, 1914";"MOY"
93167;"Crepis zacintha (L.) Loisel., 1807";"Crepis zacintha (L.) Loisel., 1807";"FOR"
93171;"Cressa cretica L., 1753";"Cressa cretica L., 1753";"FOR"
93190;"Crithmum maritimum L., 1753";"Crithmum maritimum L., 1753";"MOY"
93217;"Crocus corsicus Vanucchi ex Maw, 1878";"Crocus corsicus Vanucchi ex Maw, 1878";"FOR"
93236;"Crocus ligusticus Mariotti, 1988";"Crocus ligusticus Mariotti, 1988";"TFO"
93243;"Crocus minimus DC., 1804";"Crocus minimus DC., 1804";"FOR"
93250;"Crocus nudiflorus Sm., 1798";"Crocus nudiflorus Sm., 1798";"MOY"
93282;"Crocus vernus (L.) Hill, 1765";"Crocus vernus (L.) Hill, 1765";"MOY"
93284;"Crocus versicolor Ker Gawl., 1808";"Crocus versicolor Ker Gawl., 1808";"MOY"
93295;"Crucianella angustifolia L., 1753";"Crucianella angustifolia L., 1753";"MOY"
93297;"Crucianella latifolia L., 1753";"Crucianella latifolia L., 1753";"MOY"
93298;"Crucianella maritima L., 1753";"Crucianella maritima L., 1753";"FOR"
93307;"Cruciata glabra (L.) Ehrend., 1958";"Cruciata glabra (L.) Ehrend., 1958";"MOY"
93308;"Cruciata laevipes Opiz, 1852";"Cruciata laevipes Opiz, 1852";"FAI"
93309;"Cruciata pedemontana (Bellardi) Ehrend., 1958";"Cruciata pedemontana (Bellardi) Ehrend., 1958";"MOY"
93442;"Crupina crupinastrum (Moris) Vis., 1847";"Crupina crupinastrum (Moris) Vis., 1847";"MOY"
93449;"Crupina vulgaris Cass., 1817";"Crupina vulgaris Cass., 1817";"MOY"
1015899;"Sporobolus aculeatus (L.) P.M.Peterson, 2014";"Crypsis aculeata (L.) Aiton, 1789";"MOY"
1015901;"Sporobolus alopecuroides (Piller & Mitterp.) P.M.Peterson, 2014";"Crypsis alopecuroides (Piller & Mitterp.) Schrad., 1806 1";"FOR"
1015904;"Sporobolus schoenoides (L.) P.M.Peterson, 2014";"Crypsis schoenoides (L.) Lam., 1791";"FOR"
93469;"Cryptogramma crispa (L.) R.Br. ex Hook., 1842";"Cryptogramma crispa (L.) R.Br., 1842";"FAI"
93601;"Cuscuta approximata Bab., 1844";"Cuscuta approximata Bab., 1844";"MOY"
93620;"Cuscuta epilinum Weihe, 1824";"Cuscuta epilinum Weihe, 1824";"DD"
93621;"Cuscuta epithymum (L.) L., 1774";"Cuscuta epithymum (L.) L., 1774";"FAI"
133564;"Cuscuta epithymum subsp. corsicana (Yunck.) Lambinon, 1993";"Cuscuta epithymum subsp. corsicana (Yunck.)  Lambinon, 1993";"TFO"
133565;"Cuscuta epithymum subsp. epithymum (L.) L., 1774";"Cuscuta epithymum subsp. epithymum (L.) L., 1774";"MOY"
133566;"Cuscuta epithymum subsp. kotschyi (Des Moul.) Arcang., 1882";"Cuscuta epithymum subsp. kotschyi (Des Moul.)  Arcang., 1882";"DD"
93623;"Cuscuta europaea L., 1753";"Cuscuta europaea L., 1753";"MOY"
93637;"Cuscuta monogyna Vahl, 1791";"Cuscuta monogyna Vahl, 1791";"FOR"
93640;"Cuscuta planiflora Ten., 1829";"Cuscuta planiflora Ten., 1829";"MOY"
93644;"Cuscuta scandens Brot., 1804";"Cuscuta scandens subsp. scandens Brot., 1804";"DD"
619194;"Cutandia maritima (L.) Benth., 1881";"Cutandia maritima (L.) Benth., 1881";"FOR"
717745;"Cyanus graminifolius (Lam.) Olšavská, 2009";"Cyanus graminifolius (Lam.) Olšavská";"MOY"
93673;"Cyanus montanus (L.) Hill, 1768";"Cyanus montanus (L.) Hill, 1768";"MOY"
93680;"Cyanus segetum Hill, 1762";"Cyanus segetum Hill, 1762";"FAI"
717747;"Cyanus semidecurrens (Jord.) Holub, 1973";"Cyanus semidecurrens (Jord.) Holub, 1973";"MOY"
93682;"Cyanus triumfetti (All.) Dostál ex Á.Löve & D.Löve, 1961";"Cyanus triumfettii (All.) Dostál ex Á.Löve & D.Löve,  1961";"MOY"
93695;"Cyclamen balearicum Willk., 1875";"Cyclamen balearicum Willk., 1875";"TFO"
93699;"Cyclamen hederifolium Aiton, 1789";"Cyclamen hederifolium Aiton, 1789";"MOY"
93708;"Cyclamen purpurascens Mill., 1768";"Cyclamen purpurascens Mill., 1768";"FOR"
93710;"Cyclamen repandum Sm., 1806";"Cyclamen repandum Sm., 1806";"MOY"
93755;"Cymbalaria aequitriloba (Viv.) A.Chev., 1937";"Cymbalaria aequitriloba (Viv.) A.Chev., 1937";"FOR"
93762;"Cymbalaria hepaticifolia (Poir.) Wettst., 1891";"Cymbalaria hepaticifolia (Poir.) Wettst., 1891";"FOR"
93763;"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb., 1800";"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb., 1800 2";"MOY"
93774;"Cymodocea nodosa (Ucria) Asch., 1869";"Cymodocea nodosa (Ucria) Asch., 1869";"DD"
93777;"Cynanchum acutum L., 1753";"Cynanchum acutum L., 1753";"FOR"
93783;"Cynara cardunculus L., 1753";"Cynara cardunculus L., 1753";"FOR"
93803;"Cynodon dactylon (L.) Pers., 1805";"Cynodon dactylon (L.) Pers., 1805";"MOY"
93828;"Cynoglossum creticum Mill., 1768";"Cynoglossum creticum Mill., 1768";"MOY"
93829;"Cynoglossum dioscoridis Vill., 1779";"Cynoglossum dioscoridis Vill., 1779";"MOY"
93830;"Cynoglossum germanicum Jacq., 1767";"Cynoglossum germanicum Jacq., 1767";"MOY"
611749;"Cynoglossum montanum L., 1753";"Cynoglossum montanum L., 1753";"DD"
93840;"Cynoglossum officinale L., 1753";"Cynoglossum officinale L., 1753";"FAI"
93844;"Cynoglossum pustulatum Boiss., 1838";"Cynoglossum pustulatum Boiss., 1838";"MOY"
93854;"Cynomorium coccineum L., 1753";"Cynomorium coccineum L., 1753";"FOR"
93860;"Cynosurus cristatus L., 1753";"Cynosurus cristatus L., 1753";"MOY"
93864;"Cynosurus echinatus L., 1753";"Cynosurus echinatus L., 1753";"MOY"
93865;"Cynosurus effusus Link, 1799";"Cynosurus effusus Link, 1799";"MOY"
93898;"Cyperus badius Desf., 1798";"Cyperus badius Desf., 1798";"MOY"
93906;"Cyperus capitatus Vand., 1771";"Cyperus capitatus Vand., 1771";"FOR"
93924;"Cyperus esculentus L., 1753";"Cyperus esculentus L., 1753";"FOR"
93929;"Cyperus flavescens L., 1753";"Cyperus flavescens L., 1753";"FOR"
93930;"Cyperus flavidus Retz., 1788";"Cyperus flavidus Retz., 1788";"FOR"
93936;"Cyperus fuscus L., 1753";"Cyperus fuscus L., 1753";"MOY"
133609;"Cyperus laevigatus subsp. distachyos (All.) Maire & Weiller, 1957";"Cyperus laevigatus subsp. distachyos (All.) Maire &  Weiller, 1957";"TFO"
93967;"Cyperus longus L., 1753";"Cyperus longus L., 1753";"DD"
888128;"Cyperus michelianus (L.) Delile, 1813";"Cyperus michelianus (L.) Delile, 1813";"FOR"
94011;"Cyperus rotundus L., 1753";"Cyperus rotundus L., 1753";"MOY"
94014;"Cyperus serotinus Rottb., 1773";"Cyperus serotinus Rottb., 1773";"FOR"
94041;"Cypripedium calceolus L., 1753";"Cypripedium calceolus L., 1753";"MOY"
133615;"Cystopteris fragilis subsp. alpina (Lam.) Hartm., 1846";"Cystopteris alpina (Lam.) Desv., 1827";"MOY"
133619;"Cystopteris fragilis subsp. diaphana (Bory) Litard., 1912";"Cystopteris diaphana (Bory) Blasdell, 1963";"MOY"
133622;"Cystopteris fragilis subsp. fragilis (L.) Bernh., 1805";"Cystopteris dickieana R.Sim, 1848";"DD"
94066;"Cystopteris fragilis (L.) Bernh., 1805";"Cystopteris fragilis (L.) Bernh., 1805";"FAI"
94068;"Cystopteris montana (Lam.) Desv., 1827";"Cystopteris montana (Lam.) Desv., 1827";"MOY"
94079;"Cytinus hypocistis (L.) L., 1767";"Cytinus hypocistis (L.) L., 1767";"MOY"
133626;"Cytinus hypocistis subsp. clusii Nyman, 1878";"Cytinus ruber Fritsch, 1922";"MOY"
94092;"Cytisophyllum sessilifolium (L.) O.Lang, 1843";"Cytisophyllum sessilifolium (L.) O.Lang, 1843";"MOY"
94098;"Cytisus arboreus (Desf.) DC., 1825";"Cytisus arboreus (Desf.) DC., 1825";"FOR"
810956;"Cytisus ardoinoi subsp. ardoinoi E.Fourn., 1866";"Cytisus ardoinoi subsp. ardoinoi E.Fourn., 1866";"FOR"
810955;"Cytisus ardoinoi subsp. sauzeanus (Bumat & Briq.) Auvray, 2013";"Cytisus ardoinoi subsp. sauzeanus (Bumat & Briq.)  Auvray";"FOR"
94111;"Cytisus decumbens (Durande) Spach, 1845";"Cytisus decumbens (Durande) Spach, 1845";"MOY"
94114;"Cytisus elongatus Waldst. & Kit., 1805";"Cytisus elongatus Waldst. & Kit., 1805";"FOR"
717159;"Cytisus infestus (C.Presl) Guss., 1828";"Cytisus infestus (C.Presl) Guss., 1828";"TFO"
792094;"Cytisus laniger (Desf.) DC., 1805";"Cytisus laniger (Desf.) DC., 1805";"MOY"
94136;"Cytisus lotoides Pourr., 1788";"Cytisus lotoides Pourr., 1788";"FOR"
94145;"Cytisus oromediterraneus Rivas Mart., T.E.Díaz, Fern.Prieto, Loidi & Peñas, 1984";"Cytisus oromediterraneus Rivas Mart., T.E.Díaz,  Fern.Prieto, Loidi & Peñas, 1984";"MOY"
94153;"Cytisus polytrichus M.Bieb., 1819";"Cytisus polytrichus M.Bieb., 1819";"MOY"
94164;"Cytisus scoparius (L.) Link, 1822";"Cytisus scoparius (L.) Link, 1822";"MOY"
94167;"Cytisus spinosus (L.) Bubani, 1899";"Cytisus spinosus (L.) Bubani, 1899";"MOY"
94174;"Cytisus triflorus Lam., 1786";"Cytisus triflorus Lam., 1786";"MOY"
94177;"Cytisus villosus Pourr., 1788";"Cytisus villosus Pourr., 1788";"MOY"
94207;"Dactylis glomerata L., 1753";"Dactylis glomerata L., 1753";"MOY"
133652;"Dactylis glomerata subsp. glomerata L., 1753";"Dactylis glomerata subsp. glomerata L., 1753";"FAI"
133653;"Dactylis glomerata subsp. hackelii (Asch. & Graebn.) Cif. & Giacom., 1950";"Dactylis glomerata subsp. hackelii (Asch. & Graebn.)  Cif. & Giacom., 1950";"DD"
133654;"Dactylis glomerata subsp. hispanica (Roth) Nyman, 1882";"Dactylis glomerata subsp. hispanica (Roth) Nyman,  1882";"MOY"
94252;"Dactylorhiza elata (Poir.) Soó, 1962";"Dactylorhiza elata (Poir.) Soó, 1962";"FOR"
94257;"Dactylorhiza fuchsii (Druce) Soó, 1962";"Dactylorhiza fuchsii (Druce) Soó, 1962";"FAI"
133674;"Dactylorhiza incarnata subsp. cruenta (O.F.Müll.) P.D.Sell, 1967";"Dactylorhiza incarnata subsp. cruenta (O.F.Müll.)  P.D.Sell, 1967";"MOY"
133675;"Dactylorhiza incarnata subsp. incarnata (L.) Soó, 1962";"Dactylorhiza incarnata subsp. incarnata (L.) Soó, 1962";"MOY"
619224;"Dactylorhiza insularis (Sommier) Ó.Sánchez & Herrero, 2005";"Dactylorhiza insularis (Sommier ex Martelli)  Landwehr, 1969";"MOY"
94266;"Dactylorhiza maculata (L.) Soó, 1962";"Dactylorhiza maculata (L.) Soó, 1962";"MOY"
94267;"Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh., 1965";"Dactylorhiza majalis (Rchb.) P.F.Hunt & Summerh.,  1965";"MOY"
611208;"Dactylorhiza occitanica x Dactylorhiza maculata ";"Dactylorhiza occitanica Geniez, Melki, Pain & Soca,  1995";"MOY"
94278;"Dactylorhiza saccifera (Brongn.) Soó, 1962";"Dactylorhiza saccifera (Brongn.) Soó, 1962";"MOY"
94279;"Dactylorhiza sambucina (L.) Soó, 1962";"Dactylorhiza sambucina (L.) Soó, 1962";"MOY"
94287;"Dactylorhiza traunsteineri (Saut. ex Rchb.) Soó, 1962";"Dactylorhiza traunsteineri (Saut.) Soó, 1962";"MOY"
94388;"Damasonium alisma Mill., 1768";"Damasonium alisma Mill., 1768";"DD"
94392;"Damasonium polyspermum Coss., 1849";"Damasonium polyspermum Coss., 1849";"TFO"
94398;"Danthonia alpina Vest, 1821";"Danthonia alpina Vest, 1821";"MOY"
94402;"Danthonia decumbens (L.) DC., 1805";"Danthonia decumbens (L.) DC., 1805";"MOY"
94411;"Daphne alpina L., 1753";"Daphne alpina L., 1753";"MOY"
94423;"Daphne cneorum L., 1753";"Daphne cneorum L., 1753";"MOY"
94427;"Daphne gnidium L., 1753";"Daphne gnidium L., 1753";"MOY"
94432;"Daphne laureola L., 1753";"Daphne laureola L., 1753";"MOY"
94435;"Daphne mezereum L., 1753";"Daphne mezereum L., 1753";"MOY"
94437;"Daphne oleoides Schreb., 1766";"Daphne oleoides Schreb., 1766";"MOY"
94449;"Daphne striata Tratt., 1814";"Daphne striata Tratt., 1814";"FOR"
94464;"Dasiphora fruticosa (L.) Rydb., 1898";"Dasiphora fruticosa (L.) Rydb., 1898";"FOR"
94473;"Dasypyrum villosum (L.) P.Candargy, 1901";"Dasypyrum villosum (L.) P.Candargy, 1901";"MOY"
94503;"Daucus carota L., 1753";"Daucus carota L., 1753";"MOY"
133731;"Daucus carota subsp. carota L., 1753";"Daucus carota subsp. carota L., 1753";"MOY"
133732;"Daucus carota subsp. commutatus (Paol.) Thell., 1926";"Daucus carota subsp. commutatus (Paol.) Thell., 1926";"TFO"
133733;"Daucus carota subsp. drepanensis (Arcang.) Heywood, 1968";"Daucus carota subsp. drepanensis (Arcang.)  Heywood, 1968";"MOY"
133735;"Daucus carota subsp. gadecaei (Rouy & E.G.Camus) Heywood, 1968";"Daucus carota subsp. gadecaei (Rouy & E.G.Camus)  Heywood, 1968";"DD"
